Date,Time,Description,Transaction ID,Amount
"Aug 17, 2026",5:31 PM,Paid to BigBasket,279720616868,-662.97
"Aug 17, 2026",3:20 PM,Paid to Sneha Di,269765193723,-3259.61
"Aug 17, 2026",9:16 AM,Paid to Neha,234890771174,-250.00
"Aug 17, 2026",8:39 PM,Paid to Myntra,454089744397,-559.78
"Aug 17, 2026",8:50 PM,Paid to Rohit Office,449411207956,-100000.00
"Aug 17, 2026",7:40 PM,Paid to Karan Bro,405479409428,-250.00
"Aug 18, 2026",7:37 AM,Received from Priya,329955396656,1200.19
"Aug 18, 2026",2:21 PM,Paid to Sneha Di,221792926625,-150.22
"Aug 18, 2026",5:41 PM,Paid to Divya Roomie,773205785883,-99.11
"Aug 18, 2026",9:36 PM,Received from Sneha Di,990077837768,299.36
"Aug 18, 2026",7:21 PM,Paid to Zomato,874692106935,-2914.28
"Aug 18, 2026",2:51 PM,Received from Hasan Bhai,521072509156,299.84
"Aug 19, 2026",4:53 PM,Paid to Swiggy,338095306330,-1834.84
"Aug 19, 2026",11:16 PM,Paid to Rohit Office,693184488747,-250.00
"Aug 19, 2026",2:54 PM,Received from BigBasket (Refund),584900126654,+434.66
"Aug 19, 2026",10:10 AM,Paid to Ayesha,524400230415,-727.03
"Aug 19, 2026",4:09 PM,Paid to Divya Roomie,404588698873,-250.00
"Aug 19, 2026",6:38 PM,Paid to Fatima,451266288399,-250.00
"Aug 19, 2026",11:51 AM,Paid to Vikram Landlord,561594692031,-250.00
"Aug 19, 2026",7:37 PM,Paid to Vikram Landlord,569368628662,-50000.00
"Aug 20, 2026",8:40 AM,Paid to Karan Bro,616636171359,-1200.14
"Aug 20, 2026",4:25 PM,Paid to Priya,787094833018,-3232.95
"Aug 20, 2026",10:42 AM,Paid to Karan Bro,281352750162,-2275.29
"Aug 20, 2026",2:13 PM,Paid to Fatima,496792842666,-3073.24
"Aug 21, 2026",2:36 PM,Paid to Sanjay Uncle,775382340381,-99.23
"Aug 21, 2026",11:02 PM,Received from Zomato (Refund),552666462602,+1128.43
"Aug 21, 2026",8:25 PM,Paid to Swiggy,940949830485,-624.35
"Aug 22, 2026",7:21 PM,Paid to Divya Roomie,864338455642,-320.67
"Aug 22, 2026",8:55 PM,Paid to Neha,387551845177,-750.66
"Aug 23, 2026",6:11 PM,Received from Swiggy (Refund),249117736569,+1251.39
"Aug 24, 2026",1:26 PM,Received from Fatima,781465847684,2000.09
"Aug 24, 2026",8:16 PM,Received from Hasan Bhai,822787182449,2000.28
"Aug 24, 2026",1:09 PM,Received from Ayesha,846878837315,500.79
"Aug 25, 2026",9:26 PM,Paid to Divya Roomie,985159852791,-500.38
"Aug 25, 2026",9:04 PM,Paid to Zomato,365058294039,-2334.97
"Aug 25, 2026",10:48 PM,Paid to Rohit Office,334790777734,-2595.09
"Aug 26, 2026",7:26 PM,Received from Arjun Gym,488502629567,899.33
"Aug 26, 2026",2:37 PM,Paid to Netflix,208242303214,-763.75
"Aug 26, 2026",5:27 PM,Paid to Blinkit,804416592580,-155.97
"Aug 26, 2026",3:43 PM,Paid to Netflix,427283164770,-328.84
"Aug 27, 2026",7:49 PM,Received from Hasan Bhai,785708884709,150.18
"Aug 27, 2026",9:30 AM,Paid to Zomato,374529054091,-398.41
"Aug 27, 2026",7:26 PM,Received from Ayesha,569571961386,500.38
"Aug 27, 2026",7:48 AM,Paid to BigBasket,871177435150,-1392.09
"Aug 28, 2026",11:55 AM,Paid to Sanjay Uncle,292612825085,-250.00
"Aug 28, 2026",1:47 PM,Received from Sanjay Uncle,658440194119,899.56
"Aug 28, 2026",5:49 PM,Paid to Fatima,989338887875,-500.61
"Aug 28, 2026",10:21 PM,Paid to Neha,699417857709,-250.00
"Aug 28, 2026",7:15 PM,Paid to Ayesha,218810192925,-1287.99
"Aug 28, 2026",2:11 PM,Paid to Uber,517564840957,-1076.21
"Aug 28, 2026",12:04 PM,Received from Divya Roomie,972620652126,45.18
"Aug 28, 2026",7:03 AM,Paid to Priya,857113323475,-250.00
"Aug 28, 2026",7:33 AM,Paid to Vikram Landlord,923038573098,-45.00
"Aug 29, 2026",9:02 AM,Paid to Blinkit,524510560797,-351.96
"Aug 29, 2026",11:15 PM,Paid to Ayesha,976560320268,-1573.38
"Aug 29, 2026",1:57 PM,Received from Neha,578806052288,99.67
"Aug 29, 2026",7:16 PM,Paid to Uber,799337389259,-733.46
"Aug 30, 2026",8:07 AM,Paid to Arjun Gym,379165181127,-899.60
"Aug 30, 2026",10:46 AM,Paid to Vikram Landlord,391379449517,-1200.65
"Aug 30, 2026",10:34 PM,Received from Sanjay Uncle,274114868528,2000.29
