source,row_id,date,time,amount,transaction_id,merchant,category,currency,payment_method,raw_description
gpay,gpay_27,2026-08-06,07:46,-89.02,579119006758,Rohit Office,,INR,UPI,Paid to Rohit Office
gpay,gpay_28,2026-08-06,23:43,750.53,888534764524,Sneha Di,,INR,UPI,Received from Sneha Di
gpay,gpay_29,2026-08-07,09:14,1200.45,864399322660,Manoj,,INR,UPI,Received from Manoj
gpay,gpay_30,2026-08-07,21:45,150.72,549423999861,Hasan Bhai,,INR,UPI,Received from Hasan Bhai
gpay,gpay_31,2026-08-07,07:06,-944.4,285599444448,Spotify,,INR,UPI,Paid to Spotify
gpay,gpay_32,2026-08-08,10:52,-427.38,319327536739,BigBasket,,INR,UPI,Paid to BigBasket
gpay,gpay_33,2026-08-08,19:01,-750.82,298805510187,Arjun Gym,,INR,GPay Balance,Paid to Arjun Gym
gpay,gpay_34,2026-08-09,17:39,899.56,754470593937,Imran,,INR,UPI,Received from Imran
gpay,gpay_35,2026-08-09,10:41,449.82,270121087425,Electricity Board BESCOM,,INR,UPI,Received from Electricity Board BESCOM (Refund)
gpay,gpay_36,2026-08-09,12:08,-500.0,302307704062,Karan Bro,,INR,UPI,Paid to Karan Bro
gpay,gpay_37,2026-08-09,14:02,750.36,201914802140,Ayesha,,INR,UPI,Received from Ayesha
gpay,gpay_38,2026-08-09,11:22,-500.0,885360234397,Manoj,,INR,UPI,Paid to Manoj
gpay,gpay_39,2026-08-09,21:31,-4500.27,285079946846,Neha,,INR,GPay Balance,Paid to Neha
gpay,gpay_40,2026-08-09,23:18,150.69,942911269292,Sanjay Uncle,,INR,UPI,Received from Sanjay Uncle
gpay,gpay_41,2026-08-09,19:05,-500.0,255898288027,Vikram Landlord,,INR,UPI,Paid to Vikram Landlord
gpay,gpay_42,2026-08-10,19:41,-1859.66,480451794684,Practo,,INR,UPI,Paid to Practo
gpay,gpay_43,2026-08-10,14:11,-2345.17,823970258506,Blinkit,,INR,UPI,Paid to Blinkit
gpay,gpay_44,2026-08-10,17:46,150.59,456107482013,Vikram Landlord,,INR,UPI,Received from Vikram Landlord
gpay,gpay_45,2026-08-10,18:13,511.13,764239461355,Spotify,,INR,UPI,Received from Spotify (Refund)
gpay,gpay_46,2026-08-10,18:03,500.34,439177029563,Deepika Cousin,,INR,UPI,Received from Deepika Cousin
gpay,gpay_47,2026-08-11,22:35,-694.84,610935254212,Blinkit,,INR,UPI,Paid to Blinkit
gpay,gpay_48,2026-08-11,18:37,-45.65,367279807972,Priya,,INR,UPI,Paid to Priya
gpay,gpay_49,2026-08-12,19:07,-2108.41,545212747285,Swiggy,,INR,UPI,Paid to Swiggy
gpay,gpay_50,2026-08-13,12:40,-250.0,899762562426,Karan Bro,,INR,UPI,Paid to Karan Bro
gpay,gpay_51,2026-08-13,11:53,-250.0,316252295317,Karan Bro,,INR,UPI,Paid to Karan Bro
gpay,gpay_52,2026-08-13,13:02,-250.0,879558637995,Karan Bro,,INR,UPI,Paid to Karan Bro
gpay,gpay_53,2026-08-13,08:38,-250.0,251295119603,Manoj,,INR,UPI,Paid to Manoj
gpay,gpay_54,2026-08-13,11:15,-250.0,374023023275,Karan Bro,,INR,UPI,Paid to Karan Bro
gpay,gpay_55,2026-08-13,19:19,-2377.35,371905354805,Zomato,,INR,UPI,Paid to Zomato
gpay,gpay_56,2026-08-13,07:08,-1107.43,910386547652,Netflix,,INR,UPI,Paid to Netflix
gpay,gpay_57,2026-08-13,09:13,-150.48,631210330628,Karan Bro,,INR,GPay Balance,Paid to Karan Bro
gpay,gpay_58,2026-08-13,15:03,-275.51,789052050014,Divya Roomie,,INR,UPI,Paid to Divya Roomie
gpay,gpay_59,2026-08-14,17:10,-166.83,913242597367,Vikram Landlord,,INR,Card,Paid to Vikram Landlord
gpay,gpay_60,2026-08-14,09:13,-3457.99,315463644326,Rohit Office,,INR,Card,Paid to Rohit Office
gpay,gpay_61,2026-08-14,09:38,750.94,281154632032,Sanjay Uncle,,INR,UPI,Received from Sanjay Uncle
gpay,gpay_62,2026-08-14,10:49,-3124.86,880584485277,Sneha Di,,INR,Card,Paid to Sneha Di
gpay,gpay_63,2026-08-14,19:47,1200.09,899174012831,Neha,,INR,UPI,Received from Neha
gpay,gpay_64,2026-08-14,21:57,-320.57,606022976513,Arjun Gym,,INR,GPay Balance,Paid to Arjun Gym
gpay,gpay_65,2026-08-14,12:09,-60.88,595078867786,Sneha Di,,INR,UPI,Paid to Sneha Di
gpay,gpay_66,2026-08-14,14:15,890.4,609171509327,Blinkit,,INR,UPI,Received from Blinkit (Refund)
gpay,gpay_67,2026-08-15,16:14,-1620.74,204734481719,Spotify,,INR,UPI,Paid to Spotify
gpay,gpay_68,2026-08-15,10:57,60.24,278666534228,Priya,,INR,UPI,Received from Priya
gpay,gpay_69,2026-08-15,18:26,-59.9,316691087223,Rohit Office,,INR,Card,Paid to Rohit Office
gpay,gpay_70,2026-08-15,22:39,-2228.76,488713898465,Airtel Postpaid,,INR,UPI,Paid to Airtel Postpaid
gpay,gpay_71,2026-08-15,16:05,-89.12,713102123210,Manoj,,INR,GPay Balance,Paid to Manoj
gpay,gpay_72,2026-08-16,20:59,-1078.46,942534770374,Myntra,,INR,UPI,Paid to Myntra
gpay,gpay_73,2026-08-16,09:13,-342.49,936833086088,Electricity Board BESCOM,,INR,UPI,Paid to Electricity Board BESCOM
gpay,gpay_74,2026-08-16,23:04,-899.8,201132981883,Neha,,INR,GPay Balance,Paid to Neha
gpay,gpay_75,2026-08-16,08:46,-4500.09,274973831018,Rohit Office,,INR,GPay Balance,Paid to Rohit Office
gpay,gpay_76,2026-08-16,23:08,1750.62,509879584664,Arjun Gym,,INR,UPI,Received from Arjun Gym
gpay,gpay_77,2026-08-16,22:08,-2774.81,624241221538,Manoj,,INR,Card,Paid to Manoj
gpay,gpay_78,2026-08-16,11:44,299.52,963769118139,Sneha Di,,INR,UPI,Received from Sneha Di
gpay,gpay_79,2026-08-16,22:04,217.2,879400024910,Blinkit,,INR,UPI,Received from Blinkit (Refund)
gpay,gpay_80,2026-08-16,13:05,-357.52,832552116141,Local Kirana Store,,INR,UPI,Paid to Local Kirana Store
gpay,gpay_81,2026-08-16,13:01,-407.78,262986959215,Ola,,INR,UPI,Paid to Ola
gpay,gpay_82,2026-08-16,19:12,-1809.63,964650626009,Local Kirana Store,,INR,UPI,Paid to Local Kirana Store
gpay,gpay_83,2026-08-17,07:51,-964.08,407513927802,Airtel Postpaid,,INR,UPI,Paid to Airtel Postpaid
gpay,gpay_84,2026-08-17,18:57,-750.54,559001014029,Deepika Cousin,,INR,GPay Balance,Paid to Deepika Cousin
gpay,gpay_85,2026-08-17,16:42,-250.0,634494737158,Neha,,INR,UPI,Paid to Neha
gpay,gpay_86,2026-08-17,08:42,89.34,382184450280,Manoj,,INR,UPI,Received from Manoj
gpay,gpay_87,2026-08-17,16:03,-120.77,802303742741,BigBasket,,INR,UPI,Paid to BigBasket
gpay,gpay_88,2026-08-17,15:13,-4500.19,677339447176,Deepika Cousin,,INR,GPay Balance,Paid to Deepika Cousin
gpay,gpay_89,2026-08-17,09:41,-250.0,804147393263,Arjun Gym,,INR,UPI,Paid to Arjun Gym
gpay,gpay_90,2026-08-17,10:03,728.6,456921089803,Spotify,,INR,UPI,Received from Spotify (Refund)
gpay,gpay_91,2026-08-17,07:27,-250.0,905937065638,Sneha Di,,INR,UPI,Paid to Sneha Di
gpay,gpay_92,2026-08-17,20:01,-250.0,656587647104,Hasan Bhai,,INR,UPI,Paid to Hasan Bhai
gpay,gpay_93,2026-08-17,23:15,500.69,765244057280,Divya Roomie,,INR,UPI,Received from Divya Roomie
gpay,gpay_94,2026-08-17,19:32,275.45,468327053776,Sanjay Uncle,,INR,UPI,Received from Sanjay Uncle
gpay,gpay_95,2026-08-18,21:39,-170.27,991147732615,Swiggy,,INR,UPI,Paid to Swiggy
gpay,gpay_96,2026-08-18,17:49,374.02,344467396962,Gateway Settlement,,INR,UPI,Received from Customer Payment
gpay,gpay_97,2026-08-18,23:57,371.97,761439814870,Gateway Settlement,,INR,UPI,Received from Customer Payment
gpay,gpay_98,2026-08-18,22:01,-715.94,693575521732,Ayesha,,INR,Card,Paid to Ayesha
gpay,gpay_99,2026-08-18,08:02,759.15,755949015557,Gateway Settlement,,INR,UPI,Received from Customer Payment
gpay,gpay_100,2026-08-18,23:23,89.53,229696030019,Sanjay Uncle,,INR,UPI,Received from Sanjay Uncle
gpay,gpay_101,2026-08-18,16:08,-1966.41,246286268218,Zomato,,INR,UPI,Paid to Zomato
gpay,gpay_102,2026-08-18,08:15,-60.52,556747522506,Vikram Landlord,,INR,UPI,Paid to Vikram Landlord
gpay,gpay_103,2026-08-18,11:35,-2491.36,694866240317,Local Kirana Store,,INR,UPI,Paid to Local Kirana Store
gpay,gpay_104,2026-08-19,13:31,-500.37,902532973417,Vikram Landlord,,INR,GPay Balance,Paid to Vikram Landlord
gpay,gpay_105,2026-08-20,19:25,-99.22,741668801912,Rohit Office,,INR,GPay Balance,Paid to Rohit Office
gpay,gpay_106,2026-08-20,22:57,-2000.28,895012539902,Priya,,INR,GPay Balance,Paid to Priya
gpay,gpay_107,2026-08-21,08:31,750.62,963401305211,Arjun Gym,,INR,UPI,Received from Arjun Gym
gpay,gpay_108,2026-08-21,08:24,-2850.79,472347320078,Imran,,INR,Card,Paid to Imran
gpay,gpay_109,2026-08-21,13:24,-323.84,966382928490,Airtel Postpaid,,INR,UPI,Paid to Airtel Postpaid
gpay,gpay_110,2026-08-21,21:22,-1750.39,511151657840,Sanjay Uncle,,INR,UPI,Paid to Sanjay Uncle
gpay,gpay_111,2026-08-22,11:33,-45.83,770819608136,Manoj,,INR,UPI,Paid to Manoj
gpay,gpay_112,2026-08-22,07:09,899.83,213887072746,Arjun Gym,,INR,UPI,Received from Arjun Gym
gpay,gpay_113,2026-08-23,23:54,-1249.56,723145267115,Ola,,INR,UPI,Paid to Ola
gpay,gpay_114,2026-08-23,21:23,-2145.03,366527948265,Ayesha,,INR,Card,Paid to Ayesha
gpay,gpay_115,2026-08-23,20:07,-275.56,487452752158,Sneha Di,,INR,GPay Balance,Paid to Sneha Di
gpay,gpay_116,2026-08-24,16:49,-551.99,757680671595,Swiggy,,INR,UPI,Paid to Swiggy
gpay,gpay_117,2026-08-24,19:17,-1063.43,654710831171,Electricity Board BESCOM,,INR,UPI,Paid to Electricity Board BESCOM
gpay,gpay_118,2026-08-24,07:46,-1141.87,958992171172,Rohit Office,,INR,Card,Paid to Rohit Office
gpay,gpay_119,2026-08-25,12:44,-320.92,712450360047,Ayesha,,INR,UPI,Paid to Ayesha
gpay,gpay_120,2026-08-25,09:51,-832.02,337727234527,Local Kirana Store,,INR,UPI,Paid to Local Kirana Store
gpay,gpay_121,2026-08-25,14:47,60.37,907450348014,Rohit Office,,INR,UPI,Received from Rohit Office
gpay,gpay_122,2026-08-25,14:06,-3315.38,899244978216,Priya,,INR,Card,Paid to Priya
gpay,gpay_123,2026-08-26,22:25,-405.27,706028624008,Spotify,,INR,UPI,Paid to Spotify
gpay,gpay_124,2026-08-26,15:30,-500.52,452558362365,Ayesha,,INR,GPay Balance,Paid to Ayesha
gpay,gpay_125,2026-08-26,12:15,-322.6,856194761246,Sneha Di,,INR,Card,Paid to Sneha Di
gpay,gpay_126,2026-08-26,15:20,-1366.35,202581536923,Zomato,,INR,UPI,Paid to Zomato
gpay,gpay_127,2026-08-26,22:56,-4500.66,292956548863,Manoj,,INR,UPI,Paid to Manoj
gpay,gpay_128,2026-08-27,12:03,150.63,213442468479,Manoj,,INR,UPI,Received from Manoj
gpay,gpay_129,2026-08-27,13:23,-352.77,675899282440,Neha,,INR,Card,Paid to Neha
gpay,gpay_130,2026-08-27,07:00,-275.35,923591853229,Vikram Landlord,,INR,UPI,Paid to Vikram Landlord
gpay,gpay_131,2026-08-28,11:15,-175.51,505149987929,Swiggy,,INR,UPI,Paid to Swiggy
gpay,gpay_132,2026-08-28,20:59,750.86,273969679083,Divya Roomie,,INR,UPI,Received from Divya Roomie
gpay,gpay_133,2026-08-28,18:28,-823.76,841273885951,BigBasket,,INR,UPI,Paid to BigBasket
gpay,gpay_134,2026-08-28,22:39,-99.78,866506373277,Arjun Gym,,INR,UPI,Paid to Arjun Gym
gpay,gpay_135,2026-08-28,12:30,-2284.08,733805200078,Zomato,,INR,UPI,Paid to Zomato
gpay,gpay_136,2026-08-29,22:29,-105.96,395156238388,Zomato,,INR,UPI,Paid to Zomato
gpay,gpay_137,2026-08-29,18:49,-3376.74,814711646340,Sneha Di,,INR,Card,Paid to Sneha Di
gpay,gpay_138,2026-08-29,10:24,-1524.95,241542012238,Myntra,,INR,UPI,Paid to Myntra
gpay,gpay_139,2026-08-29,16:41,-1165.97,803252781888,Spotify,,INR,UPI,Paid to Spotify
gpay,gpay_140,2026-08-29,22:17,-1200.18,437552699486,Ayesha,,INR,UPI,Paid to Ayesha
gpay,gpay_141,2026-08-30,18:21,-1125.8,236368133067,Neha,,INR,Card,Paid to Neha
gpay,gpay_142,2026-08-30,09:35,-99.09,434107653877,Karan Bro,,INR,GPay Balance,Paid to Karan Bro
gpay,gpay_143,2026-08-30,14:39,89.22,591559464006,Vikram Landlord,,INR,UPI,Received from Vikram Landlord
gpay,gpay_144,2026-08-30,09:01,-4500.81,824936515094,Hasan Bhai,,INR,UPI,Paid to Hasan Bhai
gpay,gpay_145,2026-08-30,16:52,-80.03,399701121294,Manoj,,INR,Card,Paid to Manoj
gpay,gpay_146,2026-08-30,18:08,320.09,282509366016,Neha,,INR,UPI,Received from Neha
gpay,gpay_147,2026-08-30,12:16,-299.04,884050248914,Neha,,INR,UPI,Paid to Neha
