source,row_id,date,time,amount,transaction_id,merchant,category,currency,payment_method,raw_description
bank,bank_33,2026-08-15,,-1850.9,,FATIMA SHE,,INR,,POS/FATIMA SHE/RETAIL
bank,bank_34,2026-08-15,,-1274.58,,ARJUN SING,,INR,,POS/ARJUN SING/RETAIL
bank,bank_35,2026-08-15,,-320.34,396110645852,Neha Chopra,,INR,,UPI/396110645852/Neha Chopra/Payment
bank,bank_36,2026-08-15,,-500.65,540291159942,Rohit Verma,,INR,,UPI/540291159942/Rohit Verma/Payment
bank,bank_37,2026-08-17,,-250.0,,ROHIT VERM,,INR,,POS/ROHIT VERM/RETAIL
bank,bank_38,2026-08-17,,320.46,418614875889,Mohammed Hasan Kabir,,INR,,UPI/418614875889/Mohammed Hasan Kabir/Payment
bank,bank_39,2026-08-17,,-250.0,,ROHIT VERM,,INR,,POS/ROHIT VERM/RETAIL
bank,bank_40,2026-08-17,,-250.0,,SNEHA KULK,,INR,,POS/SNEHA KULK/RETAIL
bank,bank_41,2026-08-17,,-662.97,279720616868,BigBasket,,INR,,UPI/279720616868/BigBasket/Payment
bank,bank_42,2026-08-17,,-559.78,454089744397,Myntra,,INR,,UPI/454089744397/Myntra/Payment
bank,bank_43,2026-08-17,,-100000.0,,Cheque Clearing,,INR,,CHQ DEP/ROHIT VERM/CLEARING
bank,bank_44,2026-08-17,,-250.0,,SANJAY IYE,,INR,,POS/SANJAY IYE/RETAIL
bank,bank_45,2026-08-17,,-250.0,,NEHA CHOPR,,INR,,POS/NEHA CHOPR/RETAIL
bank,bank_46,2026-08-17,,-1636.77,432162621292,BigBakset,,INR,,UPI/432162621292/BigBakset/Payment
bank,bank_47,2026-08-17,,-250.0,,ROHIT VERM,,INR,,POS/ROHIT VERM/RETAIL
bank,bank_48,2026-08-17,,-3259.61,,SNEHA KULK,,INR,,POS/SNEHA KULK/RETAIL
bank,bank_49,2026-08-17,,-250.0,,ARJUN SING,,INR,,POS/ARJUN SING/RETAIL
bank,bank_50,2026-08-17,,-100000.0,449411207956,Rohit Verma,,INR,,UPI/449411207956/Rohit Verma/Payment
bank,bank_51,2026-08-17,,-250.0,,KARAN MALH,,INR,,POS/KARAN MALH/RETAIL
bank,bank_52,2026-08-18,,-150.22,,SNEHA KULK,,INR,,POS/SNEHA KULK/RETAIL
bank,bank_53,2026-08-18,,-2914.28,874692106935,Zomato,,INR,,UPI/874692106935/Zomato/Payment
bank,bank_54,2026-08-18,,1200.19,329955396656,Priya Ramesh Patel,,INR,,UPI/329955396656/Priya Ramesh Patel/Payment
bank,bank_55,2026-08-18,,299.36,990077837768,Sneha Kulkarni,,INR,,UPI/990077837768/Sneha Kulkarni/Payment
bank,bank_56,2026-08-18,,-3000.0,,ATM (NATIONAL),,INR,,ATM WDL/NATIONAL/BR4471
bank,bank_57,2026-08-18,,-99.11,773205785883,Divya Nair,,INR,,UPI/773205785883/Divya Nair/Payment
bank,bank_58,2026-08-18,,299.84,521072509156,Mohammed Hasan Kabir,,INR,,UPI/521072509156/Mohammed Hasan Kabir/Payment
bank,bank_59,2026-08-19,,-727.03,,AYESHA SID,,INR,,POS/AYESHA SID/RETAIL
bank,bank_60,2026-08-19,,-50000.0,569368628662,Vikram Oberoi,,INR,,UPI/569368628662/Vikram Oberoi/Payment
bank,bank_61,2026-08-19,,-250.0,,ROHIT VERM,,INR,,POS/ROHIT VERM/RETAIL
bank,bank_62,2026-08-19,,-250.0,,VIKRAM OBE,,INR,,POS/VIKRAM OBE/RETAIL
bank,bank_63,2026-08-19,,-250.0,,DIVYA NAIR,,INR,,POS/DIVYA NAIR/RETAIL
bank,bank_64,2026-08-19,,-50000.0,,Cheque Clearing,,INR,,CHQ DEP/VIKRAM OBE/CLEARING
bank,bank_65,2026-08-19,,434.66,584900126654,BigBasket REFUND,,INR,,UPI/584900126654/BigBasket REFUND/Payment
bank,bank_66,2026-08-19,,-250.0,,FATIMA SHE,,INR,,POS/FATIMA SHE/RETAIL
bank,bank_67,2026-08-19,,-1834.84,338095306330,Swiggy,,INR,,UPI/338095306330/Swiggy/Payment
bank,bank_68,2026-08-20,,-3232.95,,PRIYA RAME,,INR,,POS/PRIYA RAME/RETAIL
bank,bank_69,2026-08-20,,-1200.14,616636171359,Karan Malhotra,,INR,,UPI/616636171359/Karan Malhotra/Payment
bank,bank_70,2026-08-20,,-2275.29,,KARAN MALH,,INR,,POS/KARAN MALH/RETAIL
bank,bank_71,2026-08-20,,-3073.24,,FATIMA SHE,,INR,,POS/FATIMA SHE/RETAIL
bank,bank_72,2026-08-21,,1128.43,552666462602,Zomato REFUND,,INR,,UPI/552666462602/Zomato REFUND/Payment
bank,bank_73,2026-08-21,,-99.23,775382340381,Sanjay Iyer,,INR,,UPI/775382340381/Sanjay Iyer/Payment
bank,bank_74,2026-08-21,,-624.35,940949830485,Swiggy,,INR,,UPI/940949830485/Swiggy/Payment
bank,bank_75,2026-08-22,,-750.66,387551845177,Neha Chopra,,INR,,UPI/387551845177/Neha Chopra/Payment
bank,bank_76,2026-08-22,,-320.67,864338455642,Divya Nair,,INR,,UPI/864338455642/Divya Nair/Payment
bank,bank_77,2026-08-23,,45000.0,,ACME CORP,,INR,,NEFT CR/SALARY/ACME CORP
bank,bank_78,2026-08-23,,1251.39,249117736569,Swiggy REFUND,,INR,,UPI/249117736569/Swiggy REFUND/Payment
bank,bank_79,2026-08-23,,5000.0,,Cheque Clearing,,INR,,CHQ DEP CLEARING/00921
bank,bank_80,2026-08-24,,2000.09,781465847684,Fatima Sheikh,,INR,,UPI/781465847684/Fatima Sheikh/Payment
bank,bank_81,2026-08-24,,500.79,846878837315,Ayesha Siddiqui,,INR,,UPI/846878837315/Ayesha Siddiqui/Payment
bank,bank_82,2026-08-24,,2000.28,822787182449,Mohammed Hasan Kabir,,INR,,UPI/822787182449/Mohammed Hasan Kabir/Payment
bank,bank_83,2026-08-25,,-590.0,,,,INR,,ANNUAL MAINT CHG+GST
bank,bank_84,2026-08-25,,-2334.97,365058294039,Zomaot,,INR,,UPI/365058294039/Zomaot/Payment
bank,bank_85,2026-08-25,,-2595.09,,ROHIT VERM,,INR,,POS/ROHIT VERM/RETAIL
bank,bank_86,2026-08-25,,-500.38,985159852791,Divya Nair,,INR,,UPI/985159852791/Divya Nair/Payment
bank,bank_87,2026-08-26,,899.33,488502629567,Arjun Singh Rathore,,INR,,UPI/488502629567/Arjun Singh Rathore/Payment
bank,bank_88,2026-08-27,,150.18,785708884709,Mohammed Hasan Kabir,,INR,,UPI/785708884709/Mohammed Hasan Kabir/Payment
bank,bank_89,2026-08-27,,500.38,569571961386,Ayesha Siddiqui,,INR,,UPI/569571961386/Ayesha Siddiqui/Payment
bank,bank_90,2026-08-27,,-1392.09,871177435150,BigBasket,,INR,,UPI/871177435150/BigBasket/Payment
bank,bank_91,2026-08-28,,-1076.21,517564840957,Uber,,INR,,UPI/517564840957/Uber/Payment
bank,bank_92,2026-08-28,,899.56,658440194119,Sanjay Iyer,,INR,,UPI/658440194119/Sanjay Iyer/Payment
bank,bank_93,2026-08-28,,-250.0,,SANJAY IYE,,INR,,POS/SANJAY IYE/RETAIL
bank,bank_94,2026-08-28,,-45.0,923038573098,Vikram Oberoi,,INR,,UPI/923038573098/Vikram Oberoi/Payment
bank,bank_95,2026-08-28,,-1287.99,,AYESHA SID,,INR,,POS/AYESHA SID/RETAIL
bank,bank_96,2026-08-28,,-250.0,,PRIYA RAME,,INR,,POS/PRIYA RAME/RETAIL
bank,bank_97,2026-08-28,,45.18,972620652126,Divya Nair,,INR,,UPI/972620652126/Divya Nair/Payment
bank,bank_98,2026-08-28,,-250.0,,NEHA CHOPR,,INR,,POS/NEHA CHOPR/RETAIL
bank,bank_99,2026-08-28,,-500.61,989338887875,Fatima Sheikh,,INR,,UPI/989338887875/Fatima Sheikh/Payment
bank,bank_100,2026-08-29,,99.67,578806052288,Neha Chopra,,INR,,UPI/578806052288/Neha Chopra/Payment
bank,bank_101,2026-08-29,,-351.96,524510560797,Blinkit,,INR,,UPI/524510560797/Blinkit/Payment
bank,bank_102,2026-08-29,,-1573.38,,AYESHA SID,,INR,,POS/AYESHA SID/RETAIL
bank,bank_103,2026-08-30,,-899.6,379165181127,Arjun Singh Rathore,,INR,,UPI/379165181127/Arjun Singh Rathore/Payment
bank,bank_104,2026-08-30,,2000.29,274114868528,Sanjay Iyer,,INR,,UPI/274114868528/Sanjay Iyer/Payment
bank,bank_105,2026-08-30,,-1200.65,391379449517,Vikram Oberoi,,INR,,UPI/391379449517/Vikram Oberoi/Payment
